gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GENE001,544.7649469550804,-0.9574548580557584,0.2088782265127793,-4.583794462641997,4.566130924134637e-06,0.0011415327310336592
GENE002,237.3464930043985,-0.16136911656264574,0.2179560379028796,-0.7403746100144801,0.4590727205098386,0.9270104573905188
GENE003,83.69032668938753,-0.06599463980305763,0.23494337125554743,-0.28089594292607384,0.7787902125047258,0.9270104573905188
GENE004,174.2731751496072,-0.08330151751386795,0.20857705676717503,-0.39938006032395795,0.6896131839119279,0.9270104573905188
GENE005,238.02630780918494,-0.40917227773665277,0.2521529635564357,-1.6227145299645616,0.10465044385957194,0.744381693133337
GENE006,915.9496907952564,0.21690038810343157,0.1491484128272459,1.4542587748128488,0.14587457535596232,0.798033511987651
GENE007,291.2115822062914,0.339255429178968,0.21921446725292637,1.547595984107838,0.12171959890206385,0.7500390669969064
GENE008,152.30071319415737,-0.41529297490617606,0.1791140723569407,-2.3185949012346456,0.0204170118402798,0.5104252960069949
GENE009,83.46239923935822,-0.19728446434763583,0.19282771915645833,-1.0231125753635106,0.30625462181332286,0.8632878212182871
GENE010,87.29049486816042,-0.5300964353592795,0.24754581624877564,-2.141407370127191,0.03224120111598022,0.620023098384235
GENE011,55.82994841044772,-0.06694315009217684,0.21064112275991226,-0.31780665244781436,0.7506316042071407,0.9270104573905188
GENE012,43.7478752708417,-0.02020989159167305,0.20164179623290912,-0.10022669887511486,0.9201643500955278,0.9763182426328619
GENE013,99.02766834998627,-0.014954898642715014,0.20877545063710715,-0.07163149976243889,0.9428951712720252,0.9781070241411051
GENE014,120.28156051791845,0.06156614371731982,0.20760709386307433,0.2965512525209052,0.7668091322589401,0.9270104573905188
GENE015,660.5269964964431,-0.16714146642783173,0.1508332160087572,-1.1081210813547042,0.2678095276203877,0.8632878212182871
GENE016,157.78636249470634,0.22829183167374573,0.19323535695002972,1.181418531665411,0.2374364997594849,0.8477201175704254
GENE017,385.0011702167944,0.26933879004864353,0.162434640323004,1.6581364018971498,0.09728993794329856,0.7153671907595481
GENE018,698.1516386417866,-0.11631735668095812,0.23279826682355384,-0.4996487227678512,0.6173224442368732,0.9270104573905188
GENE019,7.093703920897528,0.5083307642892688,0.31937701199378793,1.5916322878590778,0.11146735082623778,0.744381693133337
GENE020,127.44336360549387,-0.192872381528999,0.183534874156896,-1.0508759297926167,0.29331557671150976,0.8632878212182871
GENE021,406.0821895140392,0.3412715406814029,0.19274068586048992,1.7706253309092352,0.0766230267541508,0.679628715056769
GENE022,166.94559862742497,-0.12916154178144096,0.20859991363476876,-0.6191831028635322,0.5357957419672082,0.9270104573905188
GENE023,200.42166176678106,-0.07343275982667252,0.1725261616257693,-0.42563260629397937,0.6703755770569791,0.9270104573905188
GENE024,1136.7627211567574,-0.21674540459241837,0.16889980255531117,-1.2832780223140803,0.19939468961914564,0.8477201175704254
GENE025,145.34142448833896,0.2698948003698644,0.21484139855226117,1.256251365838187,0.20902484873076066,0.8477201175704254
GENE026,56.890823583311644,0.22229216007933375,0.2181369618258316,1.0190485748894762,0.30817990628274106,0.8632878212182871
GENE027,158.55027659813317,0.11263285135609925,0.22703465352798252,0.496104227288003,0.6198208768799633,0.9270104573905188
GENE028,764.9027779943319,0.14687868816008184,0.2055843757825565,0.7144447996156733,0.47495217818785984,0.9270104573905188
GENE029,55.448729448975755,-0.06868489107190741,0.21409486421184726,-0.3208152205087161,0.7483504243053876,0.9270104573905188
GENE030,287.3690174212603,0.013944730987514118,0.2658404057353402,0.05245527273757218,0.9581659334227791,0.9831480174527872
GENE031,296.0755204751389,-0.06224925627330512,0.1822400047746079,-0.34157843855576164,0.7326681657807912,0.9270104573905188
GENE032,717.9866284882644,-0.17326746690414901,0.20798473540092005,-0.8330778053021604,0.4048008500392125,0.9270104573905188
GENE033,762.6174170650653,-0.019327263035263016,0.16524666683663508,-0.11696007795649027,0.9068916894632187,0.9763182426328619
GENE034,159.3310036584945,0.570121501555454,0.2247848081719571,2.536299077290488,0.011203101014766912,0.41147600868697276
GENE035,20.569797099956176,-0.02029373077683618,0.2410881500247903,-0.08417556306583066,0.932916847068301,0.976985898906063
GENE036,624.3651992682427,-0.4018696949676217,0.2289135652450303,-1.755552120895318,0.07916491364737248,0.679628715056769
GENE037,44.9874093646464,-0.03126846394097537,0.2221923111084819,-0.14072702959423755,0.8880855910579744,0.9763182426328619
GENE038,206.13051085472858,-0.21713454870803406,0.1967016441699297,-1.103877649952191,0.269646215256254,0.8632878212182871
GENE039,704.422013001614,-0.07580218623492684,0.20557413360020774,-0.3687340664285316,0.7123259539356033,0.9270104573905188
GENE040,2860.394520182242,-0.22857992561519228,0.1907836304970002,-1.1981107866525602,0.23087389009863968,0.8477201175704254
GENE041,37.26191873831713,-0.07048817853423384,0.24634371345218828,-0.2861375171561444,0.7747727977283233,0.9270104573905188
GENE042,188.87821628482237,-0.05102424875237204,0.18381990129699563,-0.2775773917424358,0.7813367891452058,0.9270104573905188
GENE043,308.21724308711634,0.05657943499653422,0.17328569990379777,0.3265095448034383,0.7440388689520716,0.9270104573905188
GENE044,205.33489176237043,-0.07827814904422399,0.25219814756165176,-0.31038352105694317,0.7562693240728545,0.9270104573905188
GENE045,1092.9149747806869,-0.06600949310846936,0.19041752460229877,-0.3466566076118,0.7288493130706899,0.9270104573905188
GENE046,930.810440118925,0.06568161360447569,0.2104924147075792,0.3120379121296227,0.7550117110493153,0.9270104573905188
GENE047,60.03239030298863,-0.2501389878207188,0.23313336007027602,-1.0729437766663537,0.283296342911897,0.8632878212182871
GENE048,272.6275447198947,-0.04204258412549467,0.2003662000333299,-0.20982872419849805,0.8338013534192709,0.9561942126367785
GENE049,337.3719879468997,0.6299365743130921,0.23710748458980452,2.656755333568998,0.007889667942797208,0.3944833971398604
GENE050,175.46218446604857,-0.15765218714911758,0.2669812940985305,-0.590498999869764,0.5548561560765466,0.9270104573905188
GENE051,729.4805311165097,-0.10862842749334192,0.1956354789163854,-0.5552593430140026,0.5787172837423857,0.9270104573905188
GENE052,75.89193021336668,0.2657830070131763,0.33977512292260315,0.7822320972972426,0.4340781843913252,0.9270104573905188
GENE053,17.356901022740168,-0.04475469542682179,0.24299522482860114,-0.1841793206364031,0.8538727817019831,0.9703099792067991
GENE054,90.56017600384821,0.033682020147551915,0.21833400291747468,0.15426832145922298,0.8773981740904204,0.9747561882570932
GENE055,728.3042223912399,0.5135046966701377,0.18940392139737985,2.7111619066892314,0.006704787851156493,0.3944833971398604
GENE056,200.87132304330592,-0.4503863850919171,0.18729687515804622,-2.404665773050772,0.01618726269330584,0.5027537831241132
GENE057,547.5023305922911,-0.19090251350275966,0.2392724977274995,-0.7978456166749802,0.4249600857715121,0.9270104573905188
GENE058,270.5461333376037,-0.603409241278879,0.16457028244149452,-3.6665747444007315,0.00024582108994483263,0.020485090828736053
GENE059,22.571083915377848,-0.18972822535325828,0.2650037371320145,-0.7159454708321457,0.47402501987993684,0.9270104573905188
GENE060,260.0264667365071,-0.04382320706031116,0.22642835456056776,-0.19354116292263568,0.8465351720661842,0.9663643516737264
GENE061,254.25965689339637,0.37531563583680805,0.15879092025862765,2.3635837315226835,0.018099136192468075,0.5027537831241132
GENE062,84.51825382423017,0.08135185918938805,0.18801682858085927,0.4326839241116204,0.6652444102926944,0.9270104573905188
GENE063,190.46178230618312,-0.05460934656795292,0.19577274304888523,-0.27894254183442047,0.7802889200685416,0.9270104573905188
GENE064,276.02014980223686,-0.37087261642894814,0.19402508742133137,-1.911467333209272,0.0559445509144033,0.679628715056769
GENE065,158.0706475434859,0.10231259562524032,0.19526962697544203,0.5239555030138282,0.6003094892679517,0.9270104573905188
GENE066,106.25397544922453,-0.14546724685848858,0.20512834952959838,-0.7091523292225331,0.4782299524168191,0.9270104573905188
GENE067,129.04211651819932,0.22828810759998922,0.22684271743797538,1.0063717723819328,0.3142367669234565,0.8632878212182871
GENE068,160.19071585250225,0.05338009610494877,0.21581664259356173,0.24734003579824576,0.8046450770149703,0.9270104573905188
GENE069,116.11232279316926,0.216994289045788,0.22043568239600653,0.9843882201247429,0.3249246677958597,0.873593280425053
GENE070,716.162329528034,0.21908199522560695,0.18260103675802086,1.1997850566200776,0.2302228292235109,0.8477201175704254
GENE071,154.50528586910926,-0.23496647934600923,0.20922364971639273,-1.1230397694740124,0.2614206044558971,0.8632878212182871
GENE072,611.0590776416122,0.27388898039894405,0.21226620263031473,1.2903089469968627,0.19694341168797347,0.8477201175704254
GENE073,24.403926779795917,0.5129457400919368,0.2340578076348448,2.1915344131232186,0.028413142253602603,0.5919404636167208
GENE074,1429.8013847995178,-0.08420660923873848,0.19420320336279015,-0.43360051626662655,0.66457855981278,0.9270104573905188
GENE075,72.63617448106632,0.22202508523566306,0.2255705214782905,0.9842823600380396,0.32497670031811976,0.873593280425053
GENE076,409.0465148463435,-0.14158280299071518,0.18213735079106158,-0.7773408495061047,0.43695770040021276,0.9270104573905188
GENE077,611.0256740131166,-0.1058863018499724,0.2160957945376977,-0.48999705004208505,0.6241359862994953,0.9270104573905188
GENE078,90.9726631758953,0.10551242084622539,0.17817145665618594,0.5921959826024811,0.5537193593109113,0.9270104573905188
GENE079,408.8277290908347,0.15992159943587925,0.19187751479258788,0.8334566955838899,0.4045872109356915,0.9270104573905188
GENE080,77.23309349249809,0.10859731773650876,0.20427180085683444,0.5316314698406173,0.5949812643295208,0.9270104573905188
GENE081,53.898272807382774,0.05516405908544901,0.21033438076615696,0.2622683884798589,0.7931145315593185,0.9270104573905188
GENE082,241.56998455675588,-0.377511201331847,0.20963127193869413,-1.800834378576154,0.07172898848568912,0.679628715056769
GENE083,210.25598981567268,-0.22220931342923017,0.1836356277447684,-1.2100555657863656,0.22625757188399032,0.8477201175704254
GENE084,1873.4906020124295,0.0012390430104976039,0.20868469733598527,0.005937392757182993,0.9952626738215072,0.9979918240902032
GENE085,391.6256055489186,0.11131127212676502,0.20347579003273916,0.5470492195108572,0.5843449179239859,0.9270104573905188
GENE086,1363.9864768073196,-0.07008860411424374,0.21549879713326173,-0.325238957463423,0.7450002262312838,0.9270104573905188
GENE087,122.4800910171158,-0.2492478457599008,0.26335208147280287,-0.946443424202217,0.34392246579084573,0.8947202440448506
GENE088,949.8048715224566,-0.09337483134136432,0.22932402936923785,-0.40717421370187157,0.6838800392380653,0.9270104573905188
GENE089,183.10300842665197,0.20216067641725066,0.21347213892971176,0.9470119961828577,0.34363266612189936,0.8947202440448506
GENE090,49.34411362455697,0.10329577701220255,0.2030698210901318,0.5086712366105601,0.610982687064595,0.9270104573905188
GENE091,138.8667848113115,-0.08022990944968397,0.21167079098566233,-0.379031556862838,0.7046644301875553,0.9270104573905188
GENE092,294.15283818723447,-0.023491799027824334,0.2004798806012442,-0.11717783828168611,0.9067191284097164,0.9763182426328619
GENE093,131.55315508357452,0.08068725706660106,0.2129852202778118,0.3788397005264258,0.7048069041673056,0.9270104573905188
GENE094,382.6298180339385,0.11635578189928564,0.21766350403392437,0.5345672551570739,0.5929491314681141,0.9270104573905188
GENE095,233.33929360369135,-0.15598662439453576,0.1992855160929027,-0.7827293596280128,0.43378605748647425,0.9270104573905188
GENE096,53.67290357768411,0.26874871713700416,0.2290912051388643,1.1731079635907513,0.2407525133900008,0.8477201175704254
GENE097,502.04036326320454,0.07754524338518255,0.2367323722114229,0.327565016397199,0.7432405766140104,0.9270104573905188
GENE098,4776.964351489176,0.17230436383150144,0.20860913369330086,0.8259674961539554,0.40882253033747273,0.9270104573905188
GENE099,157.40554564545556,0.17712531099119666,0.16513265127263804,1.072624399996815,0.2834396725281223,0.8632878212182871
GENE100,1138.2278369220217,-0.09830563397025434,0.17477158779955435,-0.5624806366295713,0.5737885927775266,0.9270104573905188
GENE101,160.3929726957878,-0.26687362752368476,0.20957674807958687,-1.273393303260624,0.20287851253670097,0.8477201175704254
GENE102,501.1533496721719,-0.08566182781053734,0.1819927052703137,-0.4706882491982514,0.6378633770380839,0.9270104573905188
GENE103,432.2307608839277,-0.13774978529454807,0.17351514662555403,-0.7938775834470079,0.42726670087559393,0.9270104573905188
GENE104,49.90688251160862,-0.16294891691802713,0.22180203342902777,-0.7346592562694766,0.46254703991864976,0.9270104573905188
GENE105,123.45762623547446,-0.17485105234079143,0.2297041668103669,-0.761201047280698,0.44653699282467263,0.9270104573905188
GENE106,136.93660072326242,-0.23076286153631867,0.19241301566364885,-1.1993100401259131,0.2304074125543295,0.8477201175704254
GENE107,85.47470699622062,0.01819807588742344,0.20976945546166642,0.08675274408932708,0.9308680506926535,0.976985898906063
GENE108,493.2069804430604,0.16281473226087873,0.1851613550693,0.8793127064766961,0.3792317482486498,0.9204654083705092
GENE109,332.104768214385,-0.08921449670874701,0.1843823012356756,-0.48385607572341743,0.6284880150820367,0.9270104573905188
GENE110,126.91514857897536,0.2744251656899547,0.206424868052612,1.3294191164022506,0.18370973443722327,0.8477201175704254
GENE111,117.73407456500374,0.2400828266865585,0.20182710471367848,1.1895469987896392,0.23422448808674934,0.8477201175704254
GENE112,1483.813574225166,-0.15783971221912155,0.2388138827704535,-0.6609318955332095,0.5086559902078505,0.9270104573905188
