feature,n,corr,pvalue,qvalue_fdr
GENE215,20,0.556390977443609,0.010841753245056875,0.9460975884493218
GENE187,20,-0.5473684210526315,0.012490190369603566,0.9460975884493218
GENE224,20,-0.5278195488721804,0.016759126882928903,0.9460975884493218
GENE218,20,0.4766917293233082,0.03358407951093336,0.9460975884493218
GENE042,20,0.47368421052631576,0.034879991379496524,0.9460975884493218
GENE155,20,-0.45112781954887216,0.04588325880000641,0.9460975884493218
GENE121,20,0.4481203007518797,0.04753173575066418,0.9460975884493218
GENE065,20,0.43909774436090226,0.052750717433839675,0.9460975884493218
GENE141,20,0.43458646616541347,0.05551879139596901,0.9460975884493218
GENE152,20,0.4300751879699248,0.05839600708511875,0.9460975884493218
GENE206,20,0.4300751879699248,0.05839600708511875,0.9460975884493218
GENE228,20,0.4300751879699248,0.05839600708511875,0.9460975884493218
GENE030,20,-0.4195488721804511,0.065548285182185,0.9460975884493218
GENE004,20,-0.41353383458646614,0.06992073829262123,0.9460975884493218
GENE003,20,0.4060150375939849,0.0756893721143978,0.9460975884493218
GENE163,20,0.3984962406015037,0.08180541617403764,0.9460975884493218
GENE090,20,-0.3969924812030075,0.08307130670785144,0.9460975884493218
GENE041,20,0.393984962406015,0.0856464817310337,0.9460975884493218
GENE012,20,-0.38345864661654133,0.09512441358281763,0.9460975884493218
GENE095,20,-0.38195488721804516,0.09653857766782038,0.9460975884493218
GENE075,20,0.3714285714285714,0.10687070696592833,0.9460975884493218
GENE234,20,0.3699248120300751,0.1084095615537755,0.9460975884493218
GENE124,20,-0.3654135338345864,0.11312213950560147,0.9460975884493218
GENE092,20,0.35939849624060144,0.11963250632903898,0.9460975884493218
GENE034,20,-0.35639097744360904,0.12298631080226882,0.9460975884493218
GENE125,20,-0.35037593984962395,0.12989410232900506,0.9460975884493218
GENE060,20,-0.3488721804511278,0.13166317155695254,0.9460975884493218
GENE150,20,-0.3488721804511278,0.13166317155695254,0.9460975884493218
GENE072,20,-0.33684210526315783,0.1464329432946607,0.9460975884493218
GENE048,20,-0.32481203007518794,0.16232315576999945,0.9460975884493218
GENE167,20,-0.32481203007518794,0.16232315576999945,0.9460975884493218
GENE197,20,0.32481203007518794,0.16232315576999945,0.9460975884493218
GENE058,20,0.312781954887218,0.17936353052759138,0.9460975884493218
GENE093,20,-0.31127819548872177,0.18157577037037329,0.9460975884493218
GENE216,20,0.3082706766917293,0.1860555607781014,0.9460975884493218
GENE128,20,0.30225563909774433,0.1952375807222028,0.9460975884493218
GENE151,20,0.30075187969924805,0.19757966317255538,0.9460975884493218
GENE240,20,0.29774436090225564,0.20231998601897422,0.9460975884493218
GENE079,20,0.29624060150375936,0.2047182974286218,0.9460975884493218
GENE133,20,0.2902255639097744,0.21449998226074232,0.9460975884493218
GENE156,20,-0.28120300751879695,0.22974103217104477,0.9460975884493218
GENE242,20,0.28120300751879695,0.22974103217104477,0.9460975884493218
GENE069,20,-0.27669172932330827,0.23761884061099173,0.9460975884493218
GENE166,20,-0.27518796992481204,0.2402830280811375,0.9460975884493218
GENE099,20,0.27368421052631575,0.24296636906130623,0.9460975884493218
GENE110,20,-0.27368421052631575,0.24296636906130623,0.9460975884493218
GENE070,20,-0.2721804511278195,0.24566887828037737,0.9460975884493218
GENE194,20,0.2721804511278195,0.24566887828037737,0.9460975884493218
GENE007,20,-0.2706766917293233,0.24839056913669727,0.9460975884493218
GENE113,20,-0.2706766917293233,0.24839056913669727,0.9460975884493218
GENE183,20,-0.2706766917293233,0.24839056913669727,0.9460975884493218
GENE198,20,0.2646616541353383,0.25946936992853786,0.9460975884493218
GENE097,20,-0.26315789473684204,0.2622871228754285,0.9460975884493218
GENE017,20,-0.26165413533834586,0.265124109510353,0.9460975884493218
GENE096,20,0.2601503759398496,0.2679803337219607,0.9460975884493218
GENE115,20,0.25864661654135335,0.2708557980141591,0.9460975884493218
GENE111,20,0.2571428571428572,0.27375050350001584,0.9460975884493218
GENE195,20,-0.2571428571428572,0.27375050350001584,0.9460975884493218
GENE101,20,0.2556390977443609,0.27666444989581596,0.9460975884493218
GENE026,20,-0.2541353383458646,0.2795976355152773,0.9460975884493218
GENE116,20,-0.2541353383458646,0.2795976355152773,0.9460975884493218
GENE002,20,-0.25112781954887214,0.2855217106335982,0.9460975884493218
GENE088,20,0.25112781954887214,0.2855217106335982,0.9460975884493218
GENE061,20,0.24962406015037594,0.28851258969719185,0.9460975884493218
GENE138,20,0.24962406015037594,0.28851258969719185,0.9460975884493218
GENE130,20,-0.24511278195488717,0.2976005003886618,0.9460975884493218
GENE169,20,0.24511278195488717,0.2976005003886618,0.9460975884493218
GENE196,20,-0.24511278195488717,0.2976005003886618,0.9460975884493218
GENE118,20,0.24360902255639094,0.3006681944004437,0.9460975884493218
GENE235,20,-0.24360902255639094,0.3006681944004437,0.9460975884493218
GENE010,20,0.24060150375939846,0.306861091678276,0.9460975884493218
